startup_id,feedback,rating,date
STARTUP_4225,"Great support, really helps with increases efficiency by 3x. Very satisfied",2,2025-03-14 19:34:18.282854
STARTUP_4225,"Disappointed with the support, especially the delivers real-time insights.",5,2025-01-21 19:34:18.282854
STARTUP_4225,"Happy with the pricing, especially the reduces operational costs by 40%.",3,2025-03-14 19:34:18.282854
STARTUP_4225,"The user interface could be improved, but overall Happy.",5,2024-09-13 19:34:18.282854
STARTUP_4225,"Excellent pricing, Impressed about the improves accuracy by 95%.",3,2025-01-07 19:34:18.282854
STARTUP_4225,"Excellent pricing, Neutral about the reduces operational costs by 40%.",3,2025-01-06 19:34:18.282854
STARTUP_4225,"Excellent support, Disappointed about the increases efficiency by 3x.",4,2024-07-19 19:34:18.282854
STARTUP_4225,"Excellent features, Impressed about the provides personalized experiences.",5,2025-03-16 19:34:18.282854
STARTUP_1598,"Excellent performance, Happy about the saves 10+ hours per week.",3,2026-05-06 19:34:18.282854
STARTUP_1598,"Neutral with the performance, especially the increases efficiency by 3x.",1,2026-04-02 19:34:18.282854
STARTUP_1598,"Neutral with the user interface, especially the scales with your business.",2,2026-09-13 19:34:18.282854
STARTUP_1598,"The support could be improved, but overall Impressed.",2,2025-11-13 19:34:18.282854
STARTUP_1598,"The support could be improved, but overall Very satisfied.",3,2026-07-07 19:34:18.282854
STARTUP_1598,"The features could be improved, but overall Very satisfied.",3,2025-12-31 19:34:18.282854
STARTUP_1598,"Great support, really helps with improves accuracy by 95%. Neutral",1,2025-11-12 19:34:18.282854
STARTUP_1598,"Great integration, really helps with automates repetitive tasks. Neutral",4,2026-02-17 19:34:18.282854
STARTUP_1598,"The integration could be improved, but overall Impressed.",4,2025-12-07 19:34:18.282854
STARTUP_1598,"Excellent integration, Impressed about the saves 10+ hours per week.",5,2026-08-13 19:34:18.282854
STARTUP_1598,"Neutral with the support, especially the improves accuracy by 95%.",1,2026-01-23 19:34:18.282854
STARTUP_1598,"Great support, really helps with scales with your business. Disappointed",2,2026-07-11 19:34:18.282854
STARTUP_1598,"Great pricing, really helps with automates repetitive tasks. Impressed",5,2026-02-23 19:34:18.282854
STARTUP_1598,"Great support, really helps with improves accuracy by 95%. Impressed",2,2025-11-29 19:34:18.282854
STARTUP_1598,"Great integration, really helps with automates repetitive tasks. Impressed",4,2026-02-03 19:34:18.282854
STARTUP_1598,"Excellent support, Neutral about the scales with your business.",4,2026-06-11 19:34:18.282854
STARTUP_1598,"Excellent integration, Neutral about the automates repetitive tasks.",4,2025-11-18 19:34:18.282854
STARTUP_0731,"Excellent integration, Happy about the delivers real-time insights.",2,2026-02-17 19:34:18.282854
STARTUP_0731,"Excited with the user interface, especially the scales with your business.",3,2025-10-10 19:34:18.282854
STARTUP_0731,"Very satisfied with the support, especially the saves 10+ hours per week.",1,2025-09-13 19:34:18.282854
STARTUP_0731,"The support could be improved, but overall Neutral.",5,2025-04-28 19:34:18.282854
STARTUP_0731,"Impressed with the features, especially the improves accuracy by 95%.",2,2026-01-05 19:34:18.282854
STARTUP_0731,"The user interface could be improved, but overall Neutral.",4,2025-12-08 19:34:18.282854
STARTUP_0731,"Happy with the support, especially the increases efficiency by 3x.",5,2025-08-17 19:34:18.282854
STARTUP_2292,"Great user interface, really helps with ensures data security. Happy",1,2025-01-28 19:34:18.282854
STARTUP_2292,"Great performance, really helps with enables data-driven decisions. Excited",1,2024-11-01 19:34:18.282854
STARTUP_2292,"The support could be improved, but overall Happy.",1,2024-10-14 19:34:18.282854
STARTUP_2292,"The support could be improved, but overall Impressed.",3,2024-11-06 19:34:18.282854
STARTUP_2292,"Great pricing, really helps with scales with your business. Disappointed",4,2024-07-30 19:34:18.282854
STARTUP_2292,"Excellent user interface, Very satisfied about the enables data-driven decisions.",4,2024-06-01 19:34:18.282854
STARTUP_2292,"The pricing could be improved, but overall Impressed.",2,2024-10-27 19:34:18.282854
STARTUP_2292,"Excellent integration, Impressed about the ensures data security.",4,2024-09-08 19:34:18.282854
STARTUP_2292,"Very satisfied with the support, especially the automates repetitive tasks.",1,2024-06-10 19:34:18.282854
STARTUP_2292,"Great user interface, really helps with ensures data security. Disappointed",3,2024-08-28 19:34:18.282854
STARTUP_2292,"Excellent performance, Excited about the reduces operational costs by 40%.",3,2024-03-29 19:34:18.282854
STARTUP_2292,"Happy with the integration, especially the delivers real-time insights.",5,2024-07-01 19:34:18.282854
STARTUP_2292,"Very satisfied with the performance, especially the enables data-driven decisions.",4,2025-02-16 19:34:18.282854
STARTUP_0287,"The performance could be improved, but overall Neutral.",2,2024-06-02 19:34:18.282854
STARTUP_0287,"The performance could be improved, but overall Impressed.",3,2024-10-17 19:34:18.282854
STARTUP_0287,"The performance could be improved, but overall Neutral.",5,2024-01-14 19:34:18.282854
STARTUP_0287,"Great integration, really helps with enables data-driven decisions. Very satisfied",1,2024-07-29 19:34:18.282854
STARTUP_0287,"The support could be improved, but overall Very satisfied.",1,2024-10-13 19:34:18.282854
STARTUP_0287,"Happy with the pricing, especially the scales with your business.",5,2024-04-25 19:34:18.282854
STARTUP_0287,"Excellent features, Impressed about the improves accuracy by 95%.",3,2024-09-19 19:34:18.282854
STARTUP_0287,"Great performance, really helps with automates repetitive tasks. Impressed",1,2024-04-28 19:34:18.282854
STARTUP_0287,"Excellent user interface, Neutral about the ensures data security.",5,2024-09-01 19:34:18.282854
STARTUP_0287,"Great features, really helps with scales with your business. Excited",1,2024-10-24 19:34:18.282854
STARTUP_0287,"The user interface could be improved, but overall Excited.",4,2024-04-29 19:34:18.282854
STARTUP_0287,"The performance could be improved, but overall Impressed.",1,2024-10-24 19:34:18.282854
STARTUP_0287,"Excellent user interface, Disappointed about the scales with your business.",2,2024-04-13 19:34:18.282854
STARTUP_0287,"The features could be improved, but overall Very satisfied.",3,2024-10-24 19:34:18.282854
STARTUP_0287,"The pricing could be improved, but overall Neutral.",2,2024-05-11 19:34:18.282854
STARTUP_0287,"The performance could be improved, but overall Excited.",5,2024-09-13 19:34:18.282854
STARTUP_0515,"The features could be improved, but overall Very satisfied.",3,2025-04-29 19:34:18.282854
STARTUP_0515,"The pricing could be improved, but overall Neutral.",5,2025-01-11 19:34:18.282854
STARTUP_0515,"Great features, really helps with automates repetitive tasks. Neutral",1,2025-01-03 19:34:18.282854
STARTUP_0515,"Excellent user interface, Impressed about the ensures data security.",4,2025-03-28 19:34:18.282854
STARTUP_0515,"Excellent support, Happy about the delivers real-time insights.",2,2025-03-15 19:34:18.282854
STARTUP_0515,"The user interface could be improved, but overall Disappointed.",2,2025-02-07 19:34:18.282854
STARTUP_0515,"Excellent support, Impressed about the reduces operational costs by 40%.",5,2025-03-24 19:34:18.282854
STARTUP_0515,"Great features, really helps with saves 10+ hours per week. Neutral",1,2024-12-07 19:34:18.282854
STARTUP_0515,"Great pricing, really helps with saves 10+ hours per week. Neutral",3,2025-06-09 19:34:18.282854
STARTUP_0515,"Excellent support, Happy about the provides personalized experiences.",2,2025-06-12 19:34:18.282854
STARTUP_0515,"Neutral with the support, especially the scales with your business.",2,2025-04-09 19:34:18.282854
STARTUP_1824,"Excellent support, Very satisfied about the reduces operational costs by 40%.",2,2024-02-02 19:34:18.282854
STARTUP_1824,"The support could be improved, but overall Very satisfied.",3,2024-11-27 19:34:18.282854
STARTUP_1824,"Great pricing, really helps with increases efficiency by 3x. Excited",4,2024-11-28 19:34:18.282854
STARTUP_1824,"Disappointed with the user interface, especially the ensures data security.",5,2024-09-14 19:34:18.282854
STARTUP_1824,"The user interface could be improved, but overall Neutral.",1,2024-04-26 19:34:18.282854
STARTUP_4989,"Great performance, really helps with provides personalized experiences. Happy",2,2025-07-31 19:34:18.282854
STARTUP_4989,"Excellent support, Impressed about the automates repetitive tasks.",1,2025-12-04 19:34:18.282854
STARTUP_4989,"Great performance, really helps with saves 10+ hours per week. Happy",2,2025-03-28 19:34:18.282854
STARTUP_4989,"Great performance, really helps with automates repetitive tasks. Neutral",4,2025-12-31 19:34:18.282854
STARTUP_4989,"Great pricing, really helps with provides personalized experiences. Disappointed",1,2025-10-18 19:34:18.282854
STARTUP_4989,"Great pricing, really helps with delivers real-time insights. Very satisfied",5,2025-08-02 19:34:18.282854
STARTUP_4989,"Very satisfied with the performance, especially the delivers real-time insights.",4,2025-12-01 19:34:18.282854
STARTUP_4989,"Excellent integration, Excited about the automates repetitive tasks.",3,2025-08-17 19:34:18.282854
STARTUP_4989,"The integration could be improved, but overall Neutral.",5,2025-03-28 19:34:18.282854
STARTUP_4989,"Great features, really helps with improves accuracy by 95%. Excited",3,2025-02-23 19:34:18.282854
STARTUP_4989,"Excellent performance, Disappointed about the delivers real-time insights.",3,2025-12-07 19:34:18.282854
STARTUP_4989,"The integration could be improved, but overall Very satisfied.",5,2025-03-24 19:34:18.282854
STARTUP_4989,"Great support, really helps with scales with your business. Neutral",2,2025-07-07 19:34:18.282854
STARTUP_4989,"Excellent support, Very satisfied about the ensures data security.",2,2025-12-17 19:34:18.282854
STARTUP_4989,"Great support, really helps with saves 10+ hours per week. Disappointed",4,2025-07-22 19:34:18.282854
STARTUP_4989,"Excellent performance, Neutral about the improves accuracy by 95%.",4,2025-04-27 19:34:18.282854
STARTUP_4989,"Excellent integration, Neutral about the scales with your business.",5,2025-03-31 19:34:18.282854
STARTUP_4989,"Excited with the pricing, especially the reduces operational costs by 40%.",2,2025-10-23 19:34:18.282854
STARTUP_4989,"Great features, really helps with saves 10+ hours per week. Happy",4,2025-06-19 19:34:18.282854
STARTUP_4989,"Excited with the integration, especially the saves 10+ hours per week.",2,2025-09-18 19:34:18.282854
STARTUP_2138,"Very satisfied with the user interface, especially the enables data-driven decisions.",4,2024-09-24 19:34:18.282854
STARTUP_2138,"Great performance, really helps with automates repetitive tasks. Happy",3,2024-09-06 19:34:18.282854
STARTUP_2138,"Great support, really helps with automates repetitive tasks. Very satisfied",1,2024-06-12 19:34:18.282854
STARTUP_2138,"The features could be improved, but overall Very satisfied.",2,2024-05-20 19:34:18.282854
STARTUP_2138,"Happy with the integration, especially the automates repetitive tasks.",3,2024-05-19 19:34:18.282854
STARTUP_2138,"The user interface could be improved, but overall Excited.",2,2024-11-09 19:34:18.282854
STARTUP_2138,"Excellent support, Disappointed about the scales with your business.",1,2024-05-18 19:34:18.282854
STARTUP_2138,"Excellent features, Very satisfied about the reduces operational costs by 40%.",3,2024-08-02 19:34:18.282854
STARTUP_2138,"Impressed with the pricing, especially the automates repetitive tasks.",2,2024-01-23 19:34:18.282854
STARTUP_2138,"Excellent performance, Disappointed about the saves 10+ hours per week.",5,2024-01-24 19:34:18.282854
STARTUP_2138,"Great user interface, really helps with enables data-driven decisions. Impressed",4,2024-06-08 19:34:18.282854
STARTUP_0200,"Great support, really helps with ensures data security. Happy",1,2024-08-30 19:34:18.282854
STARTUP_0200,"Great user interface, really helps with provides personalized experiences. Neutral",4,2024-11-24 19:34:18.282854
STARTUP_0200,"The performance could be improved, but overall Very satisfied.",3,2024-08-08 19:34:18.282854
STARTUP_0200,"Great integration, really helps with delivers real-time insights. Happy",2,2024-10-20 19:34:18.282854
STARTUP_0200,"Happy with the user interface, especially the delivers real-time insights.",5,2024-10-29 19:34:18.282854
STARTUP_0200,"Excellent user interface, Happy about the increases efficiency by 3x.",4,2025-02-02 19:34:18.282854
STARTUP_0200,"The features could be improved, but overall Very satisfied.",5,2025-04-11 19:34:18.282854
STARTUP_0200,"The performance could be improved, but overall Very satisfied.",5,2024-11-09 19:34:18.282854
STARTUP_0200,"Very satisfied with the features, especially the saves 10+ hours per week.",5,2024-09-23 19:34:18.282854
STARTUP_0200,"The support could be improved, but overall Impressed.",3,2024-12-09 19:34:18.282854
STARTUP_0200,"Excellent performance, Very satisfied about the increases efficiency by 3x.",2,2025-03-28 19:34:18.282854
STARTUP_0200,"Great integration, really helps with saves 10+ hours per week. Very satisfied",5,2025-02-05 19:34:18.282854
STARTUP_0200,"Neutral with the integration, especially the ensures data security.",2,2025-04-18 19:34:18.282854
STARTUP_0200,"Excellent support, Excited about the increases efficiency by 3x.",4,2025-02-21 19:34:18.282854
STARTUP_0200,"Neutral with the performance, especially the reduces operational costs by 40%.",5,2024-08-27 19:34:18.282854
STARTUP_0034,"Impressed with the pricing, especially the improves accuracy by 95%.",5,2025-09-06 19:34:18.282854
STARTUP_0034,"The pricing could be improved, but overall Neutral.",1,2026-01-27 19:34:18.282854
STARTUP_0034,"Excellent performance, Neutral about the provides personalized experiences.",5,2025-05-24 19:34:18.282854
STARTUP_0034,"Great support, really helps with ensures data security. Very satisfied",1,2026-01-13 19:34:18.282854
STARTUP_0034,"Disappointed with the features, especially the delivers real-time insights.",3,2025-06-05 19:34:18.282854
STARTUP_0034,"The integration could be improved, but overall Disappointed.",5,2025-07-21 19:34:18.282854
STARTUP_0034,"Excellent support, Disappointed about the improves accuracy by 95%.",4,2025-10-26 19:34:18.282854
STARTUP_0034,"Great integration, really helps with scales with your business. Excited",4,2026-03-02 19:34:18.282854
STARTUP_0034,"Great user interface, really helps with saves 10+ hours per week. Very satisfied",1,2025-09-04 19:34:18.282854
STARTUP_0034,"Great pricing, really helps with increases efficiency by 3x. Excited",5,2026-01-10 19:34:18.282854
STARTUP_0034,"Great integration, really helps with delivers real-time insights. Disappointed",4,2025-11-09 19:34:18.282854
STARTUP_0034,"Excellent features, Very satisfied about the delivers real-time insights.",5,2026-02-20 19:34:18.282854
STARTUP_0034,"Excellent user interface, Disappointed about the improves accuracy by 95%.",2,2025-06-23 19:34:18.282854
STARTUP_0034,"The user interface could be improved, but overall Very satisfied.",5,2025-05-28 19:34:18.282854
STARTUP_0034,"Excellent pricing, Neutral about the saves 10+ hours per week.",4,2025-05-28 19:34:18.282854
STARTUP_0034,"Excellent support, Very satisfied about the saves 10+ hours per week.",5,2026-01-30 19:34:18.282854
STARTUP_0034,"The pricing could be improved, but overall Happy.",2,2025-08-13 19:34:18.282854
STARTUP_0034,"Great features, really helps with provides personalized experiences. Happy",3,2025-08-29 19:34:18.282854
STARTUP_0034,"Happy with the support, especially the automates repetitive tasks.",3,2025-07-24 19:34:18.282854
STARTUP_0926,"Great features, really helps with delivers real-time insights. Disappointed",3,2025-05-17 19:34:18.282854
STARTUP_0926,"The integration could be improved, but overall Neutral.",3,2025-07-15 19:34:18.282854
STARTUP_0926,"Happy with the features, especially the ensures data security.",5,2025-05-27 19:34:18.282854
STARTUP_0926,"Excellent user interface, Impressed about the provides personalized experiences.",3,2025-03-07 19:34:18.282854
STARTUP_0926,"The pricing could be improved, but overall Disappointed.",3,2025-06-07 19:34:18.282854
STARTUP_0926,"The performance could be improved, but overall Disappointed.",5,2025-04-07 19:34:18.282854
STARTUP_0926,"Great performance, really helps with saves 10+ hours per week. Happy",1,2025-04-13 19:34:18.282854
STARTUP_0926,"The integration could be improved, but overall Excited.",1,2025-05-27 19:34:18.282854
STARTUP_0926,"The integration could be improved, but overall Neutral.",5,2025-10-30 19:34:18.282854
STARTUP_0926,"Excited with the user interface, especially the saves 10+ hours per week.",4,2025-02-14 19:34:18.282854
STARTUP_0926,"Great integration, really helps with ensures data security. Happy",1,2025-09-03 19:34:18.282854
STARTUP_0926,"Great user interface, really helps with automates repetitive tasks. Impressed",1,2025-02-11 19:34:18.282854
STARTUP_0115,"Impressed with the support, especially the enables data-driven decisions.",2,2024-10-23 19:34:18.282854
STARTUP_0115,"The pricing could be improved, but overall Happy.",4,2025-04-10 19:34:18.282854
STARTUP_0115,"The support could be improved, but overall Happy.",1,2025-03-27 19:34:18.282854
STARTUP_0115,"Excellent integration, Happy about the enables data-driven decisions.",2,2025-05-03 19:34:18.282854
STARTUP_0115,"Great integration, really helps with delivers real-time insights. Excited",2,2025-03-03 19:34:18.282854
STARTUP_0115,"Great support, really helps with delivers real-time insights. Happy",2,2025-05-23 19:34:18.282854
STARTUP_0115,"Great integration, really helps with automates repetitive tasks. Disappointed",5,2024-09-27 19:34:18.282854
STARTUP_0115,"Great pricing, really helps with reduces operational costs by 40%. Neutral",5,2024-10-05 19:34:18.282854
STARTUP_0115,"Impressed with the features, especially the ensures data security.",2,2025-03-31 19:34:18.282854
STARTUP_0115,"Excellent integration, Disappointed about the improves accuracy by 95%.",1,2024-08-25 19:34:18.282854
STARTUP_0115,"Excellent user interface, Happy about the reduces operational costs by 40%.",2,2024-12-03 19:34:18.282854
STARTUP_0115,"Disappointed with the performance, especially the automates repetitive tasks.",3,2024-09-22 19:34:18.282854
STARTUP_0115,"Great support, really helps with scales with your business. Happy",4,2025-04-11 19:34:18.282854
STARTUP_0115,"Great performance, really helps with automates repetitive tasks. Neutral",2,2024-09-18 19:34:18.282854
STARTUP_0115,"The integration could be improved, but overall Excited.",3,2025-06-06 19:34:18.282854
STARTUP_0115,"Great performance, really helps with provides personalized experiences. Excited",3,2025-03-31 19:34:18.282854
STARTUP_0115,"Great support, really helps with automates repetitive tasks. Neutral",5,2025-04-20 19:34:18.282854
STARTUP_2999,"The user interface could be improved, but overall Very satisfied.",1,2024-12-30 19:34:18.282854
STARTUP_2999,"Great pricing, really helps with ensures data security. Impressed",3,2024-12-16 19:34:18.282854
STARTUP_2999,"Excellent support, Impressed about the delivers real-time insights.",5,2025-08-16 19:34:18.282854
STARTUP_2999,"Great performance, really helps with automates repetitive tasks. Very satisfied",4,2025-01-29 19:34:18.282854
STARTUP_2999,"Impressed with the features, especially the enables data-driven decisions.",5,2024-12-22 19:34:18.282854
STARTUP_2999,"Happy with the pricing, especially the saves 10+ hours per week.",2,2025-09-06 19:34:18.282854
STARTUP_2999,"Excellent performance, Disappointed about the improves accuracy by 95%.",2,2025-07-02 19:34:18.282854
STARTUP_2999,"The performance could be improved, but overall Excited.",3,2025-07-26 19:34:18.282854
STARTUP_2999,"Excited with the performance, especially the reduces operational costs by 40%.",4,2025-03-06 19:34:18.282854
STARTUP_3172,"Very satisfied with the pricing, especially the improves accuracy by 95%.",5,2025-02-26 19:34:18.282854
STARTUP_3172,"Excellent performance, Neutral about the increases efficiency by 3x.",4,2024-11-03 19:34:18.282854
STARTUP_3172,"Excellent performance, Impressed about the scales with your business.",4,2024-12-10 19:34:18.282854
STARTUP_3172,"Excellent integration, Disappointed about the automates repetitive tasks.",3,2024-11-26 19:34:18.282854
STARTUP_3172,"The features could be improved, but overall Excited.",3,2025-06-18 19:34:18.282854
STARTUP_3172,"Great pricing, really helps with improves accuracy by 95%. Impressed",2,2025-03-08 19:34:18.282854
STARTUP_3172,"The support could be improved, but overall Impressed.",3,2025-01-23 19:34:18.282854
STARTUP_3172,"The user interface could be improved, but overall Very satisfied.",1,2025-02-28 19:34:18.282854
STARTUP_3172,"Excellent features, Neutral about the automates repetitive tasks.",4,2024-08-28 19:34:18.282854
STARTUP_3172,"Great pricing, really helps with improves accuracy by 95%. Excited",4,2025-05-01 19:34:18.282854
STARTUP_3172,"The pricing could be improved, but overall Disappointed.",3,2025-07-17 19:34:18.282854
STARTUP_3172,"Very satisfied with the support, especially the automates repetitive tasks.",4,2024-11-30 19:34:18.282854
STARTUP_3172,"Excellent features, Very satisfied about the enables data-driven decisions.",1,2025-04-17 19:34:18.282854
STARTUP_3172,"Great support, really helps with automates repetitive tasks. Very satisfied",4,2025-02-19 19:34:18.282854
STARTUP_3172,"Excellent user interface, Disappointed about the saves 10+ hours per week.",3,2025-04-23 19:34:18.282854
STARTUP_3172,"The performance could be improved, but overall Very satisfied.",3,2025-03-22 19:34:18.282854
STARTUP_3172,"Excellent performance, Happy about the reduces operational costs by 40%.",1,2025-04-08 19:34:18.282854
STARTUP_0675,"Excellent support, Disappointed about the scales with your business.",4,2026-01-09 19:34:18.282854
STARTUP_0675,"Excellent pricing, Excited about the increases efficiency by 3x.",2,2025-10-21 19:34:18.282854
STARTUP_0675,"The features could be improved, but overall Disappointed.",4,2025-12-01 19:34:18.282854
STARTUP_0675,"The performance could be improved, but overall Excited.",5,2025-12-04 19:34:18.282854
STARTUP_0675,"Disappointed with the integration, especially the improves accuracy by 95%.",5,2025-12-25 19:34:18.282854
STARTUP_0675,"Great performance, really helps with reduces operational costs by 40%. Impressed",3,2026-04-04 19:34:18.282854
STARTUP_0675,"Disappointed with the support, especially the provides personalized experiences.",3,2025-06-19 19:34:18.282854
STARTUP_0675,"Excellent pricing, Very satisfied about the ensures data security.",4,2026-04-15 19:34:18.282854
STARTUP_0675,"The features could be improved, but overall Excited.",5,2025-07-23 19:34:18.282854
STARTUP_0675,"Great features, really helps with ensures data security. Disappointed",3,2025-08-19 19:34:18.282854
STARTUP_0675,"The support could be improved, but overall Very satisfied.",2,2025-12-14 19:34:18.282854
STARTUP_0675,"The features could be improved, but overall Very satisfied.",3,2025-12-28 19:34:18.282854
STARTUP_0675,"Happy with the support, especially the scales with your business.",2,2026-03-01 19:34:18.282854
STARTUP_0675,"The pricing could be improved, but overall Excited.",1,2025-08-06 19:34:18.282854
STARTUP_0675,"Excited with the pricing, especially the provides personalized experiences.",2,2025-12-04 19:34:18.282854
STARTUP_0675,"The integration could be improved, but overall Impressed.",1,2025-09-14 19:34:18.282854
STARTUP_0675,"Excellent integration, Happy about the reduces operational costs by 40%.",5,2026-01-06 19:34:18.282854
STARTUP_1292,"Great features, really helps with increases efficiency by 3x. Happy",1,2025-07-01 19:34:18.282854
STARTUP_1292,"Great pricing, really helps with reduces operational costs by 40%. Disappointed",4,2026-02-01 19:34:18.282854
STARTUP_1292,"The support could be improved, but overall Impressed.",2,2025-09-25 19:34:18.282854
STARTUP_1292,"Disappointed with the integration, especially the delivers real-time insights.",4,2025-07-29 19:34:18.282854
STARTUP_1292,"Great features, really helps with ensures data security. Neutral",3,2026-03-23 19:34:18.282854
STARTUP_1292,"Impressed with the performance, especially the automates repetitive tasks.",1,2025-05-29 19:34:18.282854
STARTUP_1292,"Great user interface, really helps with reduces operational costs by 40%. Impressed",2,2025-07-13 19:34:18.282854
STARTUP_1292,"The features could be improved, but overall Excited.",4,2025-12-30 19:34:18.282854
STARTUP_1292,"Disappointed with the support, especially the automates repetitive tasks.",1,2026-04-07 19:34:18.282854
STARTUP_1292,"Impressed with the support, especially the delivers real-time insights.",2,2025-09-29 19:34:18.282854
STARTUP_1292,"The support could be improved, but overall Happy.",1,2025-06-20 19:34:18.282854
STARTUP_1292,"Disappointed with the integration, especially the delivers real-time insights.",4,2025-06-09 19:34:18.282854
STARTUP_1292,"The user interface could be improved, but overall Disappointed.",4,2026-01-17 19:34:18.282854
STARTUP_1292,"The integration could be improved, but overall Happy.",2,2026-03-19 19:34:18.282854
STARTUP_1292,"Impressed with the features, especially the increases efficiency by 3x.",3,2025-07-13 19:34:18.282854
STARTUP_0476,"Neutral with the features, especially the enables data-driven decisions.",5,2024-09-01 19:34:18.282854
